clean_margin,condition,corrupted_margin,head,idx,layer,margin_denom,margin_recovery,node_count,node_id,node_type,nodes,pair_idx,patched_margin,position_group,task
16.960472504375502,attn:24-0,13.789395076688379,0,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,-1.468096830185143e-06,1,attn:24-0,attn,['attn:24-0'],0,13.78939042123966,answer,ceo_lastname
16.960472504375502,attn:24-1,13.789395076688379,1,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.002466452455638816,1,attn:24-1,attn,['attn:24-1'],0,13.797216388396919,answer,ceo_lastname
16.960472504375502,attn:24-2,13.789395076688379,2,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.007390070507228068,1,attn:24-2,attn,['attn:24-2'],0,13.812829562462866,answer,ceo_lastname
16.960472504375502,attn:24-3,13.789395076688379,3,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.002465476220807401,1,attn:24-3,attn,['attn:24-3'],0,13.79721329268068,answer,ceo_lastname
16.960472504375502,attn:24-4,13.789395076688379,4,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,-7.379031329512723e-08,1,attn:24-4,attn,['attn:24-4'],0,13.789394842693582,answer,ceo_lastname
16.960472504375502,attn:24-5,13.789395076688379,5,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,2.2386732859387354e-07,1,attn:24-5,attn,['attn:24-5'],0,13.789395786589012,answer,ceo_lastname
16.960472504375502,attn:24-6,13.789395076688379,6,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.002465363809892321,1,attn:24-6,attn,['attn:24-6'],0,13.797212936216965,answer,ceo_lastname
16.960472504375502,attn:24-7,13.789395076688379,7,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.0024713364933005855,1,attn:24-7,attn,['attn:24-7'],0,13.797231876058504,answer,ceo_lastname
16.960472504375502,attn:24-8,13.789395076688379,8,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.0024613051958146948,1,attn:24-8,attn,['attn:24-8'],0,13.797200066037476,answer,ceo_lastname
16.960472504375502,attn:24-9,13.789395076688379,9,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,1.5037070808798065e-06,1,attn:24-9,attn,['attn:24-9'],0,13.789399845059961,answer,ceo_lastname
16.960472504375502,attn:24-10,13.789395076688379,10,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.0024632183106437673,1,attn:24-10,attn,['attn:24-10'],0,13.797206132672727,answer,ceo_lastname
16.960472504375502,attn:24-11,13.789395076688379,11,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.002465476220807401,1,attn:24-11,attn,['attn:24-11'],0,13.79721329268068,answer,ceo_lastname
16.960472504375502,attn:24-12,13.789395076688379,12,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.004928052225321112,1,attn:24-12,attn,['attn:24-12'],0,13.805022311862558,answer,ceo_lastname
16.960472504375502,attn:24-13,13.789395076688379,13,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.002460477936650619,1,attn:24-13,attn,['attn:24-13'],0,13.797197442734614,answer,ceo_lastname
16.960472504375502,attn:24-14,13.789395076688379,14,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.0024611890403165525,1,attn:24-14,attn,['attn:24-14'],0,13.797199697699398,answer,ceo_lastname
16.960472504375502,attn:24-15,13.789395076688379,15,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,0.0024641627532307475,1,attn:24-15,attn,['attn:24-15'],0,13.797209127573296,answer,ceo_lastname
16.960472504375502,attn:24-16,13.789395076688379,16,714655_1993.txt_ceo_lastname_185,24,3.1710774276871234,4.881174157074684e-07,1,attn:24-16,attn,['attn:24-16'],0,13.789396624546498,answer,ceo_lastname
