clean_margin,condition,corrupted_margin,head,head_type,idx,margin_damage,margin_damage_fraction,margin_denom,masked_margin,pair_idx,source_position_group,span_end,span_len,span_start,target_position_count,target_position_group,target_positions,task
11.053101539611816,gold,-7.755781173706055,13-18,candidate,277821_1993.txt_employees_count_total_156,0.06911802291870117,0.0036747543154044588,18.80888271331787,10.983983516693115,0,gold_value,2771,19,2752,2,query,"[7034, 7035]",employees_count_total
11.053101539611816,distractor,-7.755781173706055,13-18,candidate,277821_1993.txt_employees_count_total_156,-0.005405426025390625,-0.00028738687500896816,18.80888271331787,11.058506965637207,0,gold_value,2039,19,2020,2,query,"[7034, 7035]",employees_count_total
11.053101539611816,random,-7.755781173706055,13-18,candidate,277821_1993.txt_employees_count_total_156,-0.0036721229553222656,-0.00019523344428758503,18.80888271331787,11.056773662567139,0,gold_value,447,19,428,2,query,"[7034, 7035]",employees_count_total
11.053101539611816,gold,-7.755781173706055,13-19,same_layer_control,277821_1993.txt_employees_count_total_156,-0.003608226776123047,-0.00019183631644256017,18.80888271331787,11.05670976638794,0,gold_value,2771,19,2752,2,query,"[7034, 7035]",employees_count_total
11.053101539611816,gold,-7.755781173706055,14-31,candidate,277821_1993.txt_employees_count_total_156,-0.03053569793701172,-0.0016234721861171756,18.80888271331787,11.083637237548828,0,gold_value,2771,19,2752,2,query,"[7034, 7035]",employees_count_total
11.053101539611816,distractor,-7.755781173706055,14-31,candidate,277821_1993.txt_employees_count_total_156,-0.001979827880859375,-0.00010526025979509843,18.80888271331787,11.055081367492676,0,gold_value,2039,19,2020,2,query,"[7034, 7035]",employees_count_total
11.053101539611816,random,-7.755781173706055,14-31,candidate,277821_1993.txt_employees_count_total_156,-0.0025610923767089844,-0.0001361639825046902,18.80888271331787,11.055662631988525,0,gold_value,447,19,428,2,query,"[7034, 7035]",employees_count_total
11.053101539611816,gold,-7.755781173706055,14-0,same_layer_control,277821_1993.txt_employees_count_total_156,0.012351512908935547,0.0006566850938035729,18.80888271331787,11.04075002670288,0,gold_value,2771,19,2752,2,query,"[7034, 7035]",employees_count_total
11.053101539611816,gold,-7.755781173706055,13-18,candidate,277821_1993.txt_employees_count_total_156,0.4452204704284668,0.023670755845227463,18.80888271331787,10.60788106918335,0,gold_value,2771,19,2752,2,answer,"[7050, 7051]",employees_count_total
11.053101539611816,distractor,-7.755781173706055,13-18,candidate,277821_1993.txt_employees_count_total_156,-0.008980751037597656,-0.0004774739241283439,18.80888271331787,11.062082290649414,0,gold_value,2039,19,2020,2,answer,"[7050, 7051]",employees_count_total
11.053101539611816,random,-7.755781173706055,13-18,candidate,277821_1993.txt_employees_count_total_156,-0.0036754608154296875,-0.00019541090618993708,18.80888271331787,11.056777000427246,0,gold_value,447,19,428,2,answer,"[7050, 7051]",employees_count_total
11.053101539611816,gold,-7.755781173706055,13-19,same_layer_control,277821_1993.txt_employees_count_total_156,0.10849332809448242,0.00576819632235052,18.80888271331787,10.944608211517334,0,gold_value,2771,19,2752,2,answer,"[7050, 7051]",employees_count_total
11.053101539611816,gold,-7.755781173706055,14-31,candidate,277821_1993.txt_employees_count_total_156,0.019663333892822266,0.0010454280667558946,18.80888271331787,11.033438205718994,0,gold_value,2771,19,2752,2,answer,"[7050, 7051]",employees_count_total
11.053101539611816,distractor,-7.755781173706055,14-31,candidate,277821_1993.txt_employees_count_total_156,-0.002463817596435547,-0.0001309922356361449,18.80888271331787,11.055565357208252,0,gold_value,2039,19,2020,2,answer,"[7050, 7051]",employees_count_total
11.053101539611816,random,-7.755781173706055,14-31,candidate,277821_1993.txt_employees_count_total_156,-0.0019183158874511719,-0.00010198989045175361,18.80888271331787,11.055019855499268,0,gold_value,447,19,428,2,answer,"[7050, 7051]",employees_count_total
11.053101539611816,gold,-7.755781173706055,14-0,same_layer_control,277821_1993.txt_employees_count_total_156,0.04276132583618164,0.0022734644310320427,18.80888271331787,11.010340213775635,0,gold_value,2771,19,2752,2,answer,"[7050, 7051]",employees_count_total
11.053101539611816,gold,-7.755781173706055,13-18,candidate,277821_1993.txt_employees_count_total_156,0.06911802291870117,0.0036747543154044588,18.80888271331787,10.983983516693115,0,gold_sentence,2771,19,2752,2,query,"[7034, 7035]",employees_count_total
